INSOLE EDGES
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0038.77,Y,0051.67,X,0053.99,Y,0010.17
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0008.44,Y,0056.78,X,0038.77,Y,0051.67
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0180.53,Y,0197.88,X,0210.90,Y,0198.38
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0179.26,Y,0227.93,X,0180.53,Y,0197.88
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0051.33,Y,0063.89,X,0038.77,Y,0051.67
X,0097.49,Y,0054.65,X,0100.93,Y,0051.80
X,0097.49,Y,0054.65,X,0051.33,Y,0063.89
X,0077.52,Y,0095.45,X,0097.49,Y,0054.65
X,0044.86,Y,0100.25,X,0032.99,Y,0110.31
X,0044.86,Y,0100.25,X,0051.33,Y,0063.89
X,0044.86,Y,0100.25,X,0077.52,Y,0095.45
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0094.15,Y,0116.91,X,0077.52,Y,0095.45
X,0094.15,Y,0116.91,X,0079.54,Y,0155.74
X,0125.96,Y,0147.33,X,0082.02,Y,0157.67
X,0133.77,Y,0103.08,X,0094.15,Y,0116.91
X,0140.64,Y,0109.48,X,0125.96,Y,0147.33
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0135.97,Y,0197.18,X,0133.02,Y,0200.62
X,0141.59,Y,0165.40,X,0125.96,Y,0147.33
X,0141.59,Y,0165.40,X,0135.97,Y,0197.18
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0180.96,Y,0147.12,X,0141.59,Y,0165.40
X,0173.53,Y,0189.19,X,0180.53,Y,0197.88
X,0173.53,Y,0189.19,X,0135.97,Y,0197.18
X,0173.53,Y,0189.19,X,0187.12,Y,0154.44
;CONTOUR EDGES
X,0011.99,Y,0012.70,X,0022.58,Y,0007.41
X,0022.58,Y,0007.41,X,0035.63,Y,0004.23
X,0035.63,Y,0004.23,X,0052.92,Y,0009.52
X,0052.92,Y,0009.52,X,0074.79,Y,0022.58
X,0074.79,Y,0022.58,X,0099.84,Y,0050.09
X,0099.84,Y,0050.09,X,0133.70,Y,0103.01
X,0133.70,Y,0103.01,X,0181.33,Y,0147.46
X,0181.33,Y,0147.46,X,0212.37,Y,0184.86
X,0212.37,Y,0184.86,X,0210.26,Y,0204.26
X,0210.26,Y,0204.26,X,0200.02,Y,0219.43
X,0200.02,Y,0219.43,X,0180.62,Y,0228.25
X,0180.62,Y,0228.25,X,0158.04,Y,0222.96
X,0158.04,Y,0222.96,X,0105.48,Y,0176.04
X,0105.48,Y,0176.04,X,0073.02,Y,0150.64
X,0073.02,Y,0150.64,X,0025.05,Y,0102.31
X,0025.05,Y,0102.31,X,0004.59,Y,0046.21
X,0004.59,Y,0046.21,X,0007.06,Y,0022.93
X,0007.06,Y,0022.93,X,0011.99,Y,0012.70
