INSOLE EDGES
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0045.01,Y,0057.50,X,0057.72,Y,0026.36
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0008.99,Y,0057.50,X,0045.01,Y,0057.50
X,0028.30,Y,0030.73,X,0014.91,Y,0007.42
X,0028.30,Y,0030.73,X,0057.72,Y,0026.36
X,0028.30,Y,0030.73,X,0008.45,Y,0055.23
X,0053.37,Y,0069.96,X,0045.01,Y,0057.50
X,0092.25,Y,0061.88,X,0053.37,Y,0069.96
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0044.14,Y,0102.60,X,0053.37,Y,0069.96
X,0044.14,Y,0102.60,X,0042.53,Y,0104.11
X,0075.82,Y,0096.41,X,0092.31,Y,0061.97
X,0075.82,Y,0096.41,X,0044.14,Y,0102.60
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0062.71,Y,0022.23,X,0057.72,Y,0026.36
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0085.38,Y,0129.40,X,0080.76,Y,0135.57
X,0086.71,Y,0106.36,X,0075.82,Y,0096.41
X,0086.71,Y,0106.36,X,0085.38,Y,0129.40
X,0113.67,Y,0099.41,X,0117.38,Y,0095.50
X,0113.67,Y,0099.41,X,0086.71,Y,0106.36
X,0108.38,Y,0123.55,X,0085.38,Y,0129.40
X,0108.38,Y,0123.55,X,0113.67,Y,0099.41
X,0000.04,Y,0000.07,X,0000.04,Y,0000.07
X,0116.89,Y,0132.82,X,0108.38,Y,0123.55
X,0116.89,Y,0132.82,X,0108.56,Y,0160.88
X,0143.30,Y,0126.63,X,0147.75,Y,0122.39
X,0143.30,Y,0126.63,X,0116.89,Y,0132.82
X,0135.80,Y,0151.88,X,0153.31,Y,0168.22
X,0135.80,Y,0151.88,X,0108.88,Y,0161.13
X,0135.80,Y,0151.88,X,0143.30,Y,0126.63
;CONTOUR EDGES
X,0153.81,Y,0167.92,X,0164.04,Y,0155.57
X,0164.04,Y,0155.57,X,0162.28,Y,0140.76
X,0162.28,Y,0140.76,X,0152.40,Y,0126.29
X,0152.40,Y,0126.29,X,0126.29,Y,0104.42
X,0126.29,Y,0104.42,X,0108.30,Y,0086.43
X,0108.30,Y,0086.43,X,0094.54,Y,0065.62
X,0094.54,Y,0065.62,X,0077.26,Y,0037.39
X,0077.26,Y,0037.39,X,0060.68,Y,0020.11
X,0060.68,Y,0020.11,X,0039.16,Y,0007.41
X,0039.16,Y,0007.41,X,0023.64,Y,0003.17
X,0023.64,Y,0003.17,X,0010.58,Y,0009.52
X,0010.58,Y,0009.52,X,0003.53,Y,0034.57
X,0003.53,Y,0034.57,X,0010.58,Y,0064.21
X,0010.58,Y,0064.21,X,0020.11,Y,0079.37
X,0020.11,Y,0079.37,X,0030.34,Y,0092.43
X,0030.34,Y,0092.43,X,0055.74,Y,0116.77
X,0055.74,Y,0116.77,X,0071.97,Y,0126.65
X,0071.97,Y,0126.65,X,0095.96,Y,0150.99
X,0095.96,Y,0150.99,X,0123.82,Y,0172.86
X,0123.82,Y,0172.86,X,0140.41,Y,0176.04
X,0140.41,Y,0176.04,X,0153.81,Y,0167.92
